Country,Continent,ISO_Code,Level,GDLCODE,Region,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"United States of America",America,USA,National,USAt,Total,,,,,,,,,,,12.89,12.86,12.83,12.8,12.78,12.8,12.91,12.95,12.99,13.01,13.06,13.1,13.14,13.21,13.25,13.28,13.38,13.46,13.53,13.63,13.74,13.65,13.65
